result_key,result_label,analysis_scope,scenario_id,scenario_type,requested_n_species,n_species_full_scope,n_species_condition_scope,metric,estimate,statistic,df,R2,p_value,significant,direction,n_units,details,stars
cafi_pc1_condition_HELLINGER,CAFI community PC1 predicts coral condition PC1 (HELLINGER),condition-subset coral-level CAFI-condition link,top_015_by_abundance,ranked_top_N,15,15,15,LMM slope; PC1 aligned to condition PC1,0.3288921196663263,2.450707579515262,40.92722549183231,NA,0.01861963872068521,TRUE,positive,44,PC1 variance=0.209; PCA species used=15,*
cafi_pc1_condition_HELLINGER,CAFI community PC1 predicts coral condition PC1 (HELLINGER),condition-subset coral-level CAFI-condition link,top_020_by_abundance,ranked_top_N,20,20,20,LMM slope; PC1 aligned to condition PC1,0.3528057958942656,2.7890588228523456,40.77976834209887,NA,0.007997304461558968,TRUE,positive,44,PC1 variance=0.181; PCA species used=20,**
cafi_pc1_condition_HELLINGER,CAFI community PC1 predicts coral condition PC1 (HELLINGER),condition-subset coral-level CAFI-condition link,top_025_by_abundance,ranked_top_N,25,25,25,LMM slope; PC1 aligned to condition PC1,0.37762901607965277,3.2172651830472074,34.888411305361124,NA,0.002792700940574855,TRUE,positive,44,PC1 variance=0.176; PCA species used=25,**
cafi_pc1_condition_HELLINGER,CAFI community PC1 predicts coral condition PC1 (HELLINGER),condition-subset coral-level CAFI-condition link,top_030_by_abundance,ranked_top_N,30,30,30,LMM slope; PC1 aligned to condition PC1,0.35626715680185933,3.0897195989903476,34.976222778258425,NA,0.003913794910378401,TRUE,positive,44,PC1 variance=0.161; PCA species used=30,**
cafi_pc1_condition_HELLINGER,CAFI community PC1 predicts coral condition PC1 (HELLINGER),condition-subset coral-level CAFI-condition link,top_038_by_abundance,ranked_top_N,38,38,38,LMM slope; PC1 aligned to condition PC1,0.312137721804441,2.915224816111563,23.02149913942954,NA,0.007786275669035629,TRUE,positive,44,PC1 variance=0.150; PCA species used=38,**
cafi_pc1_condition_HELLINGER,CAFI community PC1 predicts coral condition PC1 (HELLINGER),condition-subset coral-level CAFI-condition link,top_050_by_abundance,ranked_top_N,50,50,50,LMM slope; PC1 aligned to condition PC1,0.24827629012159405,2.440462572564038,21.75674573018833,NA,0.023283744437647646,TRUE,positive,44,PC1 variance=0.129; PCA species used=50,*
cafi_pc1_condition_HELLINGER,CAFI community PC1 predicts coral condition PC1 (HELLINGER),condition-subset coral-level CAFI-condition link,top_075_by_abundance,ranked_top_N,75,75,71,LMM slope; PC1 aligned to condition PC1,0.212330293613413,2.2738137017797513,19.876122698176523,NA,0.03422064373411722,TRUE,positive,44,PC1 variance=0.103; PCA species used=71,*
cafi_pc1_condition_HELLINGER,CAFI community PC1 predicts coral condition PC1 (HELLINGER),condition-subset coral-level CAFI-condition link,top_100_by_abundance,ranked_top_N,100,100,85,LMM slope; PC1 aligned to condition PC1,0.19995426747378134,2.2587805920587787,22.638209385462574,NA,0.03384751428503444,TRUE,positive,44,PC1 variance=0.095; PCA species used=85,*
cafi_pc1_condition_HELLINGER,CAFI community PC1 predicts coral condition PC1 (HELLINGER),condition-subset coral-level CAFI-condition link,all_observed_species,reference_full,118,118,96,LMM slope; PC1 aligned to condition PC1,0.17354021636396655,2.021577633021239,24.562061887490565,NA,0.05424406843996317,FALSE,positive,44,PC1 variance=0.090; PCA species used=96,.
cafi_pc1_condition_HELLINGER,CAFI community PC1 predicts coral condition PC1 (HELLINGER),condition-subset coral-level CAFI-condition link,main_38_10x10_corrected,reference_main,38,38,38,LMM slope; PC1 aligned to condition PC1,0.31116363236126515,2.8891495206817264,25.159258518451857,NA,0.007838381604339147,TRUE,positive,44,PC1 variance=0.147; PCA species used=38,**
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,damselfish_only,functional_subset,5,5,5,LMM slope; PC1 aligned to condition PC1,0.25913581473921055,1.4114868444551585,38.68910159959463,NA,0.16609309442440573,FALSE,positive,44,PC1 variance=0.842; PCA species used=5,NS
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,obligate_plus_damselfish,functional_subset,27,27,26,LMM slope; PC1 aligned to condition PC1,0.27066641107427825,2.594426620780376,34.556419340448784,NA,0.013805503110968474,TRUE,positive,44,PC1 variance=0.793; PCA species used=26,*
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,top_005_by_abundance,ranked_top_N,5,5,5,LMM slope; PC1 aligned to condition PC1,0.17857787568132508,1.5999518626533056,39.429461554943046,NA,0.11759254159332079,FALSE,positive,44,PC1 variance=0.864; PCA species used=5,NS
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,top_010_by_abundance,ranked_top_N,10,10,10,LMM slope; PC1 aligned to condition PC1,0.19053858091910938,1.6219460517613158,36.69537206609052,NA,0.11337689279358178,FALSE,positive,44,PC1 variance=0.818; PCA species used=10,NS
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,top_015_by_abundance,ranked_top_N,15,15,15,LMM slope; PC1 aligned to condition PC1,0.19125041436991533,1.5977735818442733,36.93775908728771,NA,0.11861400449635366,FALSE,positive,44,PC1 variance=0.795; PCA species used=15,NS
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,top_020_by_abundance,ranked_top_N,20,20,20,LMM slope; PC1 aligned to condition PC1,0.17624339962718452,1.4472111748356227,37.259187523095065,NA,0.15619970935356758,FALSE,positive,44,PC1 variance=0.777; PCA species used=20,NS
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,top_025_by_abundance,ranked_top_N,25,25,25,LMM slope; PC1 aligned to condition PC1,0.18034160001082386,1.4823684197553615,37.218676744641414,NA,0.14666069806590054,FALSE,positive,44,PC1 variance=0.765; PCA species used=25,NS
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,top_030_by_abundance,ranked_top_N,30,30,30,LMM slope; PC1 aligned to condition PC1,0.17972813449961486,1.4672671309771486,37.04583112273651,NA,0.15074243861569095,FALSE,positive,44,PC1 variance=0.753; PCA species used=30,NS
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,top_038_by_abundance,ranked_top_N,38,38,38,LMM slope; PC1 aligned to condition PC1,0.17924784523045287,1.4541657689142813,37.04535838980715,NA,0.15432100370784368,FALSE,positive,44,PC1 variance=0.741; PCA species used=38,NS
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,top_050_by_abundance,ranked_top_N,50,50,50,LMM slope; PC1 aligned to condition PC1,0.17832692452983928,1.4454076308977253,37.083988981375064,NA,0.1567417052037056,FALSE,positive,44,PC1 variance=0.733; PCA species used=50,NS
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,top_075_by_abundance,ranked_top_N,75,75,71,LMM slope; PC1 aligned to condition PC1,0.17855505805854188,1.446465233259406,37.16219780814649,NA,0.15642917634616263,FALSE,positive,44,PC1 variance=0.723; PCA species used=71,NS
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,top_100_by_abundance,ranked_top_N,100,100,85,LMM slope; PC1 aligned to condition PC1,0.17895700349489,1.44967564431057,37.17543980576602,NA,0.15553350816085926,FALSE,positive,44,PC1 variance=0.720; PCA species used=85,NS
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,all_observed_species,reference_full,118,118,96,LMM slope; PC1 aligned to condition PC1,0.17889163181521367,1.4489865930432324,37.173519512590694,NA,0.1557251992287116,FALSE,positive,44,PC1 variance=0.718; PCA species used=96,NS
cafi_pc1_condition_SQRT,CAFI community PC1 predicts coral condition PC1 (SQRT),condition-subset coral-level CAFI-condition link,main_38_10x10_corrected,reference_main,38,38,38,LMM slope; PC1 aligned to condition PC1,0.17941878154270124,1.4577228927068386,37.08419606886644,NA,0.15333407193156448,FALSE,positive,44,PC1 variance=0.742; PCA species used=38,NS
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,damselfish_only,functional_subset,5,5,5,LMM slope; PC1 aligned to condition PC1,0.274411972986568,1.4730136669204352,37.88881930076995,NA,0.14900693557751504,FALSE,positive,44,PC1 variance=0.305; PCA species used=5,NS
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,obligate_plus_damselfish,functional_subset,27,27,26,LMM slope; PC1 aligned to condition PC1,0.2676096074970217,2.2047867815549838,36.17573063864778,NA,0.03391190630987612,TRUE,positive,44,PC1 variance=0.136; PCA species used=26,*
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,top_005_by_abundance,ranked_top_N,5,5,5,LMM slope; PC1 aligned to condition PC1,0.3562106408263998,1.9177370360338828,41.70801609305383,NA,0.062009229248154364,FALSE,positive,44,PC1 variance=0.347; PCA species used=5,.
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,top_010_by_abundance,ranked_top_N,10,10,10,LMM slope; PC1 aligned to condition PC1,0.497143736554938,2.9372695840529257,40.93419146593941,NA,0.005415166313709594,TRUE,positive,44,PC1 variance=0.219; PCA species used=10,**
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,top_015_by_abundance,ranked_top_N,15,15,15,LMM slope; PC1 aligned to condition PC1,0.35522377903309,2.4297859149115513,40.73433309037205,NA,0.01960376213717105,TRUE,positive,44,PC1 variance=0.187; PCA species used=15,*
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,top_020_by_abundance,ranked_top_N,20,20,20,LMM slope; PC1 aligned to condition PC1,0.36304599908404506,2.6647303156559525,41.623470471544636,NA,0.010915727748344234,TRUE,positive,44,PC1 variance=0.166; PCA species used=20,*
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,top_025_by_abundance,ranked_top_N,25,25,25,LMM slope; PC1 aligned to condition PC1,0.3796444319004231,2.9939633858067296,40.817863995753456,NA,0.004661102498715055,TRUE,positive,44,PC1 variance=0.162; PCA species used=25,**
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,top_030_by_abundance,ranked_top_N,30,30,30,LMM slope; PC1 aligned to condition PC1,0.3477950050642945,2.819933435570552,39.91108955137226,NA,0.0074439722661342736,TRUE,positive,44,PC1 variance=0.152; PCA species used=30,**
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,top_038_by_abundance,ranked_top_N,38,38,38,LMM slope; PC1 aligned to condition PC1,0.29739822152387346,2.59000506277565,32.462594031795184,NA,0.014256580622859174,TRUE,positive,44,PC1 variance=0.140; PCA species used=38,*
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,top_050_by_abundance,ranked_top_N,50,50,50,LMM slope; PC1 aligned to condition PC1,0.21539808290549473,1.9958567428568068,30.392876267507006,NA,0.054978286435960984,FALSE,positive,44,PC1 variance=0.122; PCA species used=50,.
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,top_075_by_abundance,ranked_top_N,75,75,71,LMM slope; PC1 aligned to condition PC1,0.1762265459736833,1.7681765797460218,31.035060910843132,NA,0.08686179112987061,FALSE,positive,44,PC1 variance=0.098; PCA species used=71,.
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,top_100_by_abundance,ranked_top_N,100,100,85,LMM slope; PC1 aligned to condition PC1,0.16983498134318195,1.8184161539584176,33.35357703464508,NA,0.07799072300596237,FALSE,positive,44,PC1 variance=0.090; PCA species used=85,.
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,all_observed_species,reference_full,118,118,96,LMM slope; PC1 aligned to condition PC1,0.15672127846734293,1.7277596809949394,32.015563387392454,NA,0.09366766522331531,FALSE,positive,44,PC1 variance=0.084; PCA species used=96,.
cafi_pc1_condition_SQRT_CS,CAFI community PC1 predicts coral condition PC1 (SQRT_CS),condition-subset coral-level CAFI-condition link,main_38_10x10_corrected,reference_main,38,38,38,LMM slope; PC1 aligned to condition PC1,0.3005605252118914,2.5827267192670194,33.41295186910259,NA,0.014363846699573402,TRUE,positive,44,PC1 variance=0.138; PCA species used=38,*
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,damselfish_only,functional_subset,5,5,5,LMM treatment LRT; PC1 aligned to condition PC1,0.12239130275771543,1.5904890902777424,2,NA,0.4514708164284898,FALSE,positive,44,PC1 variance=0.265; PCA species used=5,NS
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,obligate_plus_damselfish,functional_subset,27,27,26,LMM treatment LRT; PC1 aligned to condition PC1,-2.0108671961005973,11.448576477200277,2,NA,0.0032656768316826363,TRUE,negative,44,PC1 variance=0.128; PCA species used=26,**
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,top_005_by_abundance,ranked_top_N,5,5,5,LMM treatment LRT; PC1 aligned to condition PC1,-1.6460026238848537,6.178696297752083,2,NA,0.04553162457395855,TRUE,negative,44,PC1 variance=0.487; PCA species used=5,*
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,top_010_by_abundance,ranked_top_N,10,10,10,LMM treatment LRT; PC1 aligned to condition PC1,-1.8888330799975135,8.517457608864078,2,NA,0.014140266033617416,TRUE,negative,44,PC1 variance=0.274; PCA species used=10,*
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,top_015_by_abundance,ranked_top_N,15,15,15,LMM treatment LRT; PC1 aligned to condition PC1,-2.3376976457900307,13.26786786029021,2,NA,0.0013149798585718566,TRUE,negative,44,PC1 variance=0.209; PCA species used=15,**
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,top_020_by_abundance,ranked_top_N,20,20,20,LMM treatment LRT; PC1 aligned to condition PC1,-2.578243957452152,14.368529900338444,2,NA,7.58426284213717e-4,TRUE,negative,44,PC1 variance=0.181; PCA species used=20,***
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,top_025_by_abundance,ranked_top_N,25,25,25,LMM treatment LRT; PC1 aligned to condition PC1,-2.9801461338693285,13.75519937222171,2,NA,0.001030614877807037,TRUE,negative,44,PC1 variance=0.176; PCA species used=25,**
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,top_030_by_abundance,ranked_top_N,30,30,30,LMM treatment LRT; PC1 aligned to condition PC1,-3.1290622022168266,12.754722535808412,2,NA,0.0016996018386612665,TRUE,negative,44,PC1 variance=0.161; PCA species used=30,**
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,top_038_by_abundance,ranked_top_N,38,38,38,LMM treatment LRT; PC1 aligned to condition PC1,-3.3990859721791686,12.256649565469843,2,NA,0.002180230262552643,TRUE,negative,44,PC1 variance=0.150; PCA species used=38,**
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,top_050_by_abundance,ranked_top_N,50,50,50,LMM treatment LRT; PC1 aligned to condition PC1,-3.4404627918531174,10.173245552388579,2,NA,0.006178852056176081,TRUE,negative,44,PC1 variance=0.129; PCA species used=50,**
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,top_075_by_abundance,ranked_top_N,75,75,71,LMM treatment LRT; PC1 aligned to condition PC1,-3.8086020041192272,13.169807938756122,2,NA,0.0013810599852820539,TRUE,negative,44,PC1 variance=0.103; PCA species used=71,**
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,top_100_by_abundance,ranked_top_N,100,100,85,LMM treatment LRT; PC1 aligned to condition PC1,-3.5669310941274106,9.573047399715534,2,NA,0.008341404263575504,TRUE,negative,44,PC1 variance=0.095; PCA species used=85,**
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,all_observed_species,reference_full,118,118,96,LMM treatment LRT; PC1 aligned to condition PC1,-3.4132439944263733,7.295589063106007,2,NA,0.02604851465128345,TRUE,negative,44,PC1 variance=0.090; PCA species used=96,*
cafi_pc1_treatment_HELLINGER,Treatment effect on CAFI community PC1 (HELLINGER),condition-subset coral-level CAFI PCA,main_38_10x10_corrected,reference_main,38,38,38,LMM treatment LRT; PC1 aligned to condition PC1,-3.4133845505116827,13.617151752152694,2,NA,0.0011042643900296795,TRUE,negative,44,PC1 variance=0.147; PCA species used=38,**
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,damselfish_only,functional_subset,5,5,5,LMM treatment LRT; PC1 aligned to condition PC1,-1.0845146062640696,7.515103064743897,2,NA,0.023340819709400423,TRUE,negative,44,PC1 variance=0.842; PCA species used=5,*
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,obligate_plus_damselfish,functional_subset,27,27,26,LMM treatment LRT; PC1 aligned to condition PC1,-2.186038898690059,4.488296957217301,2,NA,0.10601777835443947,FALSE,negative,44,PC1 variance=0.793; PCA species used=26,NS
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,top_005_by_abundance,ranked_top_N,5,5,5,LMM treatment LRT; PC1 aligned to condition PC1,-1.3595992854629486,1.6999227803809447,2,NA,0.4274314346764199,FALSE,negative,44,PC1 variance=0.864; PCA species used=5,NS
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,top_010_by_abundance,ranked_top_N,10,10,10,LMM treatment LRT; PC1 aligned to condition PC1,-1.3615056489986603,1.6718742906227817,2,NA,0.43346806846073366,FALSE,negative,44,PC1 variance=0.818; PCA species used=10,NS
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,top_015_by_abundance,ranked_top_N,15,15,15,LMM treatment LRT; PC1 aligned to condition PC1,-1.1742458723118734,1.2756653231645316,2,NA,0.5284364845063162,FALSE,negative,44,PC1 variance=0.795; PCA species used=15,NS
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,top_020_by_abundance,ranked_top_N,20,20,20,LMM treatment LRT; PC1 aligned to condition PC1,-1.036474540476923,1.0624030183142565,2,NA,0.5878981801094532,FALSE,negative,44,PC1 variance=0.777; PCA species used=20,NS
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,top_025_by_abundance,ranked_top_N,25,25,25,LMM treatment LRT; PC1 aligned to condition PC1,-1.0358191550253775,1.0539961318964686,2,NA,0.5903745777743544,FALSE,negative,44,PC1 variance=0.765; PCA species used=25,NS
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,top_030_by_abundance,ranked_top_N,30,30,30,LMM treatment LRT; PC1 aligned to condition PC1,-0.9889529573168163,0.9733668029745104,2,NA,0.6146616030920762,FALSE,negative,44,PC1 variance=0.753; PCA species used=30,NS
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,top_038_by_abundance,ranked_top_N,38,38,38,LMM treatment LRT; PC1 aligned to condition PC1,-0.9594410746126041,0.9470637713483256,2,NA,0.6227987253465204,FALSE,negative,44,PC1 variance=0.741; PCA species used=38,NS
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,top_050_by_abundance,ranked_top_N,50,50,50,LMM treatment LRT; PC1 aligned to condition PC1,-0.9532132938992017,0.9364133624259239,2,NA,0.626124102194618,FALSE,negative,44,PC1 variance=0.733; PCA species used=50,NS
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,top_075_by_abundance,ranked_top_N,75,75,71,LMM treatment LRT; PC1 aligned to condition PC1,-0.9407978915969268,0.9176090871303018,2,NA,0.6320387688717751,FALSE,negative,44,PC1 variance=0.723; PCA species used=71,NS
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,top_100_by_abundance,ranked_top_N,100,100,85,LMM treatment LRT; PC1 aligned to condition PC1,-0.9404526456020683,0.9179325549358452,2,NA,0.6319365550409262,FALSE,negative,44,PC1 variance=0.720; PCA species used=85,NS
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,all_observed_species,reference_full,118,118,96,LMM treatment LRT; PC1 aligned to condition PC1,-0.9403096622888958,0.9182069111338933,2,NA,0.6318498731311676,FALSE,negative,44,PC1 variance=0.718; PCA species used=96,NS
cafi_pc1_treatment_SQRT,Treatment effect on CAFI community PC1 (SQRT),condition-subset coral-level CAFI PCA,main_38_10x10_corrected,reference_main,38,38,38,LMM treatment LRT; PC1 aligned to condition PC1,-0.9622838804911416,0.9490995761218528,2,NA,0.6221650995768181,FALSE,negative,44,PC1 variance=0.742; PCA species used=38,NS
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,damselfish_only,functional_subset,5,5,5,LMM treatment LRT; PC1 aligned to condition PC1,-0.8980142490887928,4.23324348895477,2,NA,0.12043781173241791,FALSE,negative,44,PC1 variance=0.305; PCA species used=5,NS
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,obligate_plus_damselfish,functional_subset,27,27,26,LMM treatment LRT; PC1 aligned to condition PC1,-1.8517802158238332,10.015800806556825,2,NA,0.0066849242269559715,TRUE,negative,44,PC1 variance=0.136; PCA species used=26,**
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,top_005_by_abundance,ranked_top_N,5,5,5,LMM treatment LRT; PC1 aligned to condition PC1,-0.9503767106730793,2.7048706556878415,2,NA,0.2586096937510818,FALSE,negative,44,PC1 variance=0.347; PCA species used=5,NS
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,top_010_by_abundance,ranked_top_N,10,10,10,LMM treatment LRT; PC1 aligned to condition PC1,-2.111988667968499,13.309407294976921,2,NA,0.0012879497738885505,TRUE,negative,44,PC1 variance=0.219; PCA species used=10,**
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,top_015_by_abundance,ranked_top_N,15,15,15,LMM treatment LRT; PC1 aligned to condition PC1,-2.2095947442021444,11.995102050417557,2,NA,0.002484830017462504,TRUE,negative,44,PC1 variance=0.187; PCA species used=15,**
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,top_020_by_abundance,ranked_top_N,20,20,20,LMM treatment LRT; PC1 aligned to condition PC1,-2.40141344924686,11.268980005753974,2,NA,0.003572498732774687,TRUE,negative,44,PC1 variance=0.166; PCA species used=20,**
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,top_025_by_abundance,ranked_top_N,25,25,25,LMM treatment LRT; PC1 aligned to condition PC1,-2.909728820039204,12.773797665664034,2,NA,0.0016834688328636604,TRUE,negative,44,PC1 variance=0.162; PCA species used=25,**
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,top_030_by_abundance,ranked_top_N,30,30,30,LMM treatment LRT; PC1 aligned to condition PC1,-2.983544986464741,10.880848922590872,2,NA,0.004337641718909663,TRUE,negative,44,PC1 variance=0.152; PCA species used=30,**
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,top_038_by_abundance,ranked_top_N,38,38,38,LMM treatment LRT; PC1 aligned to condition PC1,-3.3001857672205372,11.595717152370383,2,NA,0.0030340449698886833,TRUE,negative,44,PC1 variance=0.140; PCA species used=38,**
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,top_050_by_abundance,ranked_top_N,50,50,50,LMM treatment LRT; PC1 aligned to condition PC1,-3.3928190591466185,10.170414205676963,2,NA,0.006187605486938922,TRUE,negative,44,PC1 variance=0.122; PCA species used=50,**
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,top_075_by_abundance,ranked_top_N,75,75,71,LMM treatment LRT; PC1 aligned to condition PC1,-3.771765003331383,13.849748085626004,2,NA,9.83026929657903e-4,TRUE,negative,44,PC1 variance=0.098; PCA species used=71,***
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,top_100_by_abundance,ranked_top_N,100,100,85,LMM treatment LRT; PC1 aligned to condition PC1,-3.6252819398943075,12.208014937382757,2,NA,0.002233897483296419,TRUE,negative,44,PC1 variance=0.090; PCA species used=85,**
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,all_observed_species,reference_full,118,118,96,LMM treatment LRT; PC1 aligned to condition PC1,-3.5301000044406297,9.861236810568073,2,NA,0.0072220357550754595,TRUE,negative,44,PC1 variance=0.084; PCA species used=96,**
cafi_pc1_treatment_SQRT_CS,Treatment effect on CAFI community PC1 (SQRT_CS),condition-subset coral-level CAFI PCA,main_38_10x10_corrected,reference_main,38,38,38,LMM treatment LRT; PC1 aligned to condition PC1,-3.336968647981708,12.559628795453847,2,NA,0.0018737483339007336,TRUE,negative,44,PC1 variance=0.138; PCA species used=38,**
